name,addr,type,source,namespace,is_primary 
FUN_8003f694,0x8003F694,Function,DEFAULT,Global,1
FUN_8003f6bc,0x8003F6BC,Function,DEFAULT,Global,1
FUN_8003f6e8,0x8003F6E8,Function,DEFAULT,Global,1
osInitialize,0x8003F720,Function,IMPORTED,Global,1
LAB_8003f774,0x8003F774,Label,DEFAULT,Global,1
LAB_8003f78c,0x8003F78C,Label,DEFAULT,Global,1
LAB_8003f7ac,0x8003F7AC,Label,DEFAULT,Global,1
LAB_8003f7cc,0x8003F7CC,Label,DEFAULT,Global,1
LAB_8003f8dc,0x8003F8DC,Label,DEFAULT,Global,1
LAB_8003f93c,0x8003F93C,Label,DEFAULT,Global,1
LAB_8003f960,0x8003F960,Label,DEFAULT,Global,1
LAB_8003f988,0x8003F988,Label,DEFAULT,Global,1
LAB_8003f998,0x8003F998,Label,DEFAULT,Global,1
osCreateThread,0x8003F9B0,Function,IMPORTED,Global,1
osStartThread,0x8003FB00,Function,IMPORTED,Global,1
LAB_8003fb5c,0x8003FB5C,Label,DEFAULT,Global,1
LAB_8003fb7c,0x8003FB7C,Label,DEFAULT,Global,1
LAB_8003fba0,0x8003FBA0,Label,DEFAULT,Global,1
LAB_8003fbdc,0x8003FBDC,Label,DEFAULT,Global,1
LAB_8003fbfc,0x8003FBFC,Label,DEFAULT,Global,1
LAB_8003fc34,0x8003FC34,Label,DEFAULT,Global,1
osCreatePiManager,0x8003FC50,Function,IMPORTED,Global,1
LAB_8003fcb4,0x8003FCB4,Label,DEFAULT,Global,1
LAB_8003fd04,0x8003FD04,Label,DEFAULT,Global,1
LAB_8003fdc8,0x8003FDC8,Label,DEFAULT,Global,1
osSetThreadPri,0x8003FDE0,Function,IMPORTED,Global,1
LAB_8003fe14,0x8003FE14,Label,DEFAULT,Global,1
LAB_8003fe6c,0x8003FE6C,Label,DEFAULT,Global,1
LAB_8003fea4,0x8003FEA4,Label,DEFAULT,Global,1
osCreateMesgQueue,0x8003FEC0,Function,IMPORTED,Global,1
osViSetSpecialFeatures,0x8003FF50,Function,IMPORTED,Global,1
LAB_8003ff8c,0x8003FF8C,Label,DEFAULT,Global,1
LAB_8003ffb4,0x8003FFB4,Label,DEFAULT,Global,1
LAB_8003ffd8,0x8003FFD8,Label,DEFAULT,Global,1
LAB_80040000,0x80040000,Label,DEFAULT,Global,1
LAB_80040024,0x80040024,Label,DEFAULT,Global,1
LAB_8004004c,0x8004004C,Label,DEFAULT,Global,1
LAB_8004008c,0x8004008C,Label,DEFAULT,Global,1
LAB_800400d8,0x800400D8,Label,DEFAULT,Global,1
osRecvMesg,0x80040110,Function,IMPORTED,Global,1
LAB_80040144,0x80040144,Label,DEFAULT,Global,1
LAB_80040160,0x80040160,Label,DEFAULT,Global,1
LAB_80040188,0x80040188,Label,DEFAULT,Global,1
LAB_800401b0,0x800401B0,Label,DEFAULT,Global,1
LAB_800401dc,0x800401DC,Label,DEFAULT,Global,1
LAB_800401f4,0x800401F4,Label,DEFAULT,Global,1
LAB_80040228,0x80040228,Label,DEFAULT,Global,1
LAB_80040234,0x80040234,Label,DEFAULT,Global,1
osSendMesg,0x80040250,Function,IMPORTED,Global,1
LAB_80040290,0x80040290,Label,DEFAULT,Global,1
LAB_800402c4,0x800402C4,Label,DEFAULT,Global,1
LAB_800402d4,0x800402D4,Label,DEFAULT,Global,1
LAB_800402ec,0x800402EC,Label,DEFAULT,Global,1
LAB_8004032c,0x8004032C,Label,DEFAULT,Global,1
LAB_80040344,0x80040344,Label,DEFAULT,Global,1
LAB_80040378,0x80040378,Label,DEFAULT,Global,1
LAB_80040384,0x80040384,Label,DEFAULT,Global,1
osContStartReadData,0x800403A0,Function,IMPORTED,Global,1
LAB_800403f4,0x800403F4,Label,DEFAULT,Global,1
osContGetReadData,0x8004042C,Function,IMPORTED,Global,1
LAB_8004044c,0x8004044C,Label,DEFAULT,Global,1
LAB_800404a0,0x800404A0,Label,DEFAULT,Global,1
LAB_800404cc,0x800404CC,Label,DEFAULT,Global,1
__osPackReadData,0x800404D4,Function,IMPORTED,Global,1
LAB_800404e8,0x800404E8,Label,DEFAULT,Global,1
LAB_80040564,0x80040564,Label,DEFAULT,Global,1
LAB_800405ac,0x800405AC,Label,DEFAULT,Global,1
osViSetYScale,0x800405C0,Function,IMPORTED,Global,1
osWritebackDCache,0x80040620,Function,IMPORTED,Global,1
LAB_80040658,0x80040658,Label,DEFAULT,Global,1
LAB_80040668,0x80040668,Label,DEFAULT,Global,1
LAB_80040670,0x80040670,Label,DEFAULT,Global,1
LAB_8004067c,0x8004067C,Label,DEFAULT,Global,1
osInvalDCache,0x800406A0,Function,IMPORTED,Global,1
LAB_800406f0,0x800406F0,Label,DEFAULT,Global,1
LAB_80040710,0x80040710,Label,DEFAULT,Global,1
LAB_80040720,0x80040720,Label,DEFAULT,Global,1
LAB_80040728,0x80040728,Label,DEFAULT,Global,1
LAB_80040734,0x80040734,Label,DEFAULT,Global,1
osInvalICache,0x80040750,Function,IMPORTED,Global,1
LAB_80040788,0x80040788,Label,DEFAULT,Global,1
LAB_80040798,0x80040798,Label,DEFAULT,Global,1
LAB_800407a0,0x800407A0,Label,DEFAULT,Global,1
LAB_800407ac,0x800407AC,Label,DEFAULT,Global,1
osPiStartDma,0x800407D0,Function,IMPORTED,Global,1
LAB_80040804,0x80040804,Label,DEFAULT,Global,1
LAB_80040820,0x80040820,Label,DEFAULT,Global,1
LAB_8004082c,0x8004082C,Label,DEFAULT,Global,1
LAB_800408a4,0x800408A4,Label,DEFAULT,Global,1
LAB_800408c4,0x800408C4,Label,DEFAULT,Global,1
LAB_800408c8,0x800408C8,Label,DEFAULT,Global,1
osSyncPrintf,0x800408E0,Function,IMPORTED,Global,1
rmonPrintf,0x800408FC,Function,IMPORTED,Global,1
osPiWriteIo,0x80040920,Function,IMPORTED,Global,1
_Putfld,0x80040960,Function,IMPORTED,Global,1
switchD,0x800409B4,Label,ANALYSIS,switchD_800409b4,1
LAB_800409bc,0x800409BC,Label,DEFAULT,Global,1
caseD_63,0x800409D0,Label,ANALYSIS,switchD_800409b4,1
caseD_64,0x80040A08,Label,ANALYSIS,switchD_800409b4,1
caseD_69,0x80040A08,Label,ANALYSIS,switchD_800409b4,0
LAB_80040a48,0x80040A48,Label,DEFAULT,Global,1
LAB_80040a80,0x80040A80,Label,DEFAULT,Global,1
LAB_80040aa4,0x80040AA4,Label,DEFAULT,Global,1
LAB_80040ad0,0x80040AD0,Label,DEFAULT,Global,1
LAB_80040aec,0x80040AEC,Label,DEFAULT,Global,1
LAB_80040b0c,0x80040B0C,Label,DEFAULT,Global,1
LAB_80040b38,0x80040B38,Label,DEFAULT,Global,1
LAB_80040b5c,0x80040B5C,Label,DEFAULT,Global,1
LAB_80040b60,0x80040B60,Label,DEFAULT,Global,1
caseD_58,0x80040B78,Label,ANALYSIS,switchD_800409b4,1
caseD_6f,0x80040B78,Label,ANALYSIS,switchD_800409b4,0
caseD_75,0x80040B78,Label,ANALYSIS,switchD_800409b4,0
caseD_78,0x80040B78,Label,ANALYSIS,switchD_800409b4,0
LAB_80040bb8,0x80040BB8,Label,DEFAULT,Global,1
LAB_80040bf0,0x80040BF0,Label,DEFAULT,Global,1
LAB_80040c14,0x80040C14,Label,DEFAULT,Global,1
LAB_80040c3c,0x80040C3C,Label,DEFAULT,Global,1
LAB_80040c54,0x80040C54,Label,DEFAULT,Global,1
LAB_80040c58,0x80040C58,Label,DEFAULT,Global,1
LAB_80040c94,0x80040C94,Label,DEFAULT,Global,1
LAB_80040cb0,0x80040CB0,Label,DEFAULT,Global,1
caseD_45,0x80040CC8,Label,ANALYSIS,switchD_800409b4,1
caseD_47,0x80040CC8,Label,ANALYSIS,switchD_800409b4,0
caseD_65,0x80040CC8,Label,ANALYSIS,switchD_800409b4,0
caseD_66,0x80040CC8,Label,ANALYSIS,switchD_800409b4,0
caseD_67,0x80040CC8,Label,ANALYSIS,switchD_800409b4,0
LAB_80040cf8,0x80040CF8,Label,DEFAULT,Global,1
LAB_80040d14,0x80040D14,Label,DEFAULT,Global,1
LAB_80040d24,0x80040D24,Label,DEFAULT,Global,1
LAB_80040d28,0x80040D28,Label,DEFAULT,Global,1
LAB_80040d38,0x80040D38,Label,DEFAULT,Global,1
LAB_80040d54,0x80040D54,Label,DEFAULT,Global,1
LAB_80040d70,0x80040D70,Label,DEFAULT,Global,1
LAB_80040d80,0x80040D80,Label,DEFAULT,Global,1
LAB_80040d84,0x80040D84,Label,DEFAULT,Global,1
LAB_80040d8c,0x80040D8C,Label,DEFAULT,Global,1
LAB_80040dc0,0x80040DC0,Label,DEFAULT,Global,1
LAB_80040dec,0x80040DEC,Label,DEFAULT,Global,1
LAB_80040e10,0x80040E10,Label,DEFAULT,Global,1
LAB_80040e14,0x80040E14,Label,DEFAULT,Global,1
caseD_6e,0x80040E2C,Label,ANALYSIS,switchD_800409b4,1
LAB_80040e68,0x80040E68,Label,DEFAULT,Global,1
LAB_80040e9c,0x80040E9C,Label,DEFAULT,Global,1
LAB_80040ed8,0x80040ED8,Label,DEFAULT,Global,1
caseD_70,0x80040EFC,Label,ANALYSIS,switchD_800409b4,1
caseD_73,0x80040F44,Label,ANALYSIS,switchD_800409b4,1
LAB_80040f8c,0x80040F8C,Label,DEFAULT,Global,1
caseD_46,0x80040FA8,Label,ANALYSIS,switchD_800409b4,1
caseD_48,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_49,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_4a,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_4b,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_4c,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_4d,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_4e,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_4f,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_50,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_51,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_52,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_53,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_54,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_55,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_56,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_57,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_59,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_5a,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_5b,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_5c,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_5d,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_5e,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_5f,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_60,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_61,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_62,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_68,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_6a,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_6b,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_6c,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_6d,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_71,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_72,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_74,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_76,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
caseD_77,0x80040FA8,Label,ANALYSIS,switchD_800409b4,0
LAB_80040fac,0x80040FAC,Label,DEFAULT,Global,1
LAB_80040fc0,0x80040FC0,Label,DEFAULT,Global,1
LAB_80040fc4,0x80040FC4,Label,DEFAULT,Global,1
_Printf,0x80040FD0,Function,IMPORTED,Global,1
LAB_80041030,0x80041030,Label,DEFAULT,Global,1
LAB_80041050,0x80041050,Label,DEFAULT,Global,1
LAB_80041064,0x80041064,Label,DEFAULT,Global,1
LAB_80041068,0x80041068,Label,DEFAULT,Global,1
LAB_80041098,0x80041098,Label,DEFAULT,Global,1
LAB_800410a0,0x800410A0,Label,DEFAULT,Global,1
LAB_800410b0,0x800410B0,Label,DEFAULT,Global,1
LAB_800410c8,0x800410C8,Label,DEFAULT,Global,1
LAB_80041100,0x80041100,Label,DEFAULT,Global,1
LAB_8004114c,0x8004114C,Label,DEFAULT,Global,1
LAB_80041154,0x80041154,Label,DEFAULT,Global,1
LAB_80041174,0x80041174,Label,DEFAULT,Global,1
LAB_80041198,0x80041198,Label,DEFAULT,Global,1
LAB_800411b0,0x800411B0,Label,DEFAULT,Global,1
LAB_800411b4,0x800411B4,Label,DEFAULT,Global,1
LAB_800411c8,0x800411C8,Label,DEFAULT,Global,1
LAB_80041200,0x80041200,Label,DEFAULT,Global,1
LAB_80041220,0x80041220,Label,DEFAULT,Global,1
LAB_80041244,0x80041244,Label,DEFAULT,Global,1
LAB_8004125c,0x8004125C,Label,DEFAULT,Global,1
LAB_8004127c,0x8004127C,Label,DEFAULT,Global,1
LAB_80041280,0x80041280,Label,DEFAULT,Global,1
LAB_800412ac,0x800412AC,Label,DEFAULT,Global,1
LAB_80041310,0x80041310,Label,DEFAULT,Global,1
LAB_80041320,0x80041320,Label,DEFAULT,Global,1
LAB_8004134c,0x8004134C,Label,DEFAULT,Global,1
LAB_80041354,0x80041354,Label,DEFAULT,Global,1
LAB_80041360,0x80041360,Label,DEFAULT,Global,1
LAB_80041364,0x80041364,Label,DEFAULT,Global,1
LAB_80041398,0x80041398,Label,DEFAULT,Global,1
LAB_800413a0,0x800413A0,Label,DEFAULT,Global,1
LAB_800413a4,0x800413A4,Label,DEFAULT,Global,1
LAB_800413bc,0x800413BC,Label,DEFAULT,Global,1
LAB_800413cc,0x800413CC,Label,DEFAULT,Global,1
LAB_800413f8,0x800413F8,Label,DEFAULT,Global,1
LAB_80041400,0x80041400,Label,DEFAULT,Global,1
LAB_8004140c,0x8004140C,Label,DEFAULT,Global,1
LAB_80041410,0x80041410,Label,DEFAULT,Global,1
LAB_80041444,0x80041444,Label,DEFAULT,Global,1
LAB_8004144c,0x8004144C,Label,DEFAULT,Global,1
LAB_80041450,0x80041450,Label,DEFAULT,Global,1
LAB_80041468,0x80041468,Label,DEFAULT,Global,1
LAB_80041478,0x80041478,Label,DEFAULT,Global,1
LAB_800414a4,0x800414A4,Label,DEFAULT,Global,1
LAB_800414ac,0x800414AC,Label,DEFAULT,Global,1
LAB_800414b8,0x800414B8,Label,DEFAULT,Global,1
LAB_800414bc,0x800414BC,Label,DEFAULT,Global,1
LAB_800414f4,0x800414F4,Label,DEFAULT,Global,1
LAB_800414fc,0x800414FC,Label,DEFAULT,Global,1
LAB_80041518,0x80041518,Label,DEFAULT,Global,1
LAB_80041528,0x80041528,Label,DEFAULT,Global,1
LAB_80041554,0x80041554,Label,DEFAULT,Global,1
LAB_8004155c,0x8004155C,Label,DEFAULT,Global,1
LAB_80041568,0x80041568,Label,DEFAULT,Global,1
LAB_8004156c,0x8004156C,Label,DEFAULT,Global,1
LAB_80041590,0x80041590,Label,DEFAULT,Global,1
LAB_800415a0,0x800415A0,Label,DEFAULT,Global,1
LAB_800415cc,0x800415CC,Label,DEFAULT,Global,1
LAB_800415d4,0x800415D4,Label,DEFAULT,Global,1
LAB_800415e0,0x800415E0,Label,DEFAULT,Global,1
LAB_800415e8,0x800415E8,Label,DEFAULT,Global,1
osPiReadIo,0x80041620,Function,IMPORTED,Global,1
osMapTLB,0x80041660,Function,IMPORTED,Global,1
LAB_80041688,0x80041688,Label,DEFAULT,Global,1
LAB_8004168c,0x8004168C,Label,DEFAULT,Global,1
LAB_800416b0,0x800416B0,Label,DEFAULT,Global,1
LAB_800416b4,0x800416B4,Label,DEFAULT,Global,1
LAB_800416d8,0x800416D8,Label,DEFAULT,Global,1
LAB_800416f0,0x800416F0,Label,DEFAULT,Global,1
osUnmapTLBAll,0x80041720,Function,IMPORTED,Global,1
LAB_80041738,0x80041738,Label,DEFAULT,Global,1
osViBlack,0x80041770,Function,IMPORTED,Global,1
LAB_800417ac,0x800417AC,Label,DEFAULT,Global,1
LAB_800417c4,0x800417C4,Label,DEFAULT,Global,1
_nsqrtf,0x800417E0,Function,IMPORTED,Global,1
__sinf,0x800417F0,Function,IMPORTED,Global,1
LAB_80041868,0x80041868,Label,DEFAULT,Global,1
LAB_80041870,0x80041870,Label,DEFAULT,Global,1
LAB_800418d4,0x800418D4,Label,DEFAULT,Global,1
LAB_800418f0,0x800418F0,Label,DEFAULT,Global,1
LAB_8004196c,0x8004196C,Label,DEFAULT,Global,1
LAB_80041988,0x80041988,Label,DEFAULT,Global,1
LAB_800419a4,0x800419A4,Label,DEFAULT,Global,1
__cosf,0x800419B0,Function,IMPORTED,Global,1
LAB_80041a00,0x80041A00,Label,DEFAULT,Global,1
LAB_80041a44,0x80041A44,Label,DEFAULT,Global,1
LAB_80041a54,0x80041A54,Label,DEFAULT,Global,1
LAB_80041ad4,0x80041AD4,Label,DEFAULT,Global,1
LAB_80041af4,0x80041AF4,Label,DEFAULT,Global,1
LAB_80041b0c,0x80041B0C,Label,DEFAULT,Global,1
osSetEventMesg,0x80041B20,Function,IMPORTED,Global,1
osContInit,0x80041B90,Function,IMPORTED,Global,1
LAB_80041bbc,0x80041BBC,Label,DEFAULT,Global,1
LAB_80041c60,0x80041C60,Label,DEFAULT,Global,1
LAB_80041cf0,0x80041CF0,Label,DEFAULT,Global,1
__osContGetInitData,0x80041D00,Function,IMPORTED,Global,1
LAB_80041d24,0x80041D24,Label,DEFAULT,Global,1
LAB_80041d94,0x80041D94,Label,DEFAULT,Global,1
LAB_80041dc0,0x80041DC0,Label,DEFAULT,Global,1
__osPackRequestData,0x80041DD0,Function,IMPORTED,Global,1
LAB_80041ddc,0x80041DDC,Label,DEFAULT,Global,1
LAB_80041e68,0x80041E68,Label,DEFAULT,Global,1
LAB_80041eb0,0x80041EB0,Label,DEFAULT,Global,1
osGetCount,0x80041ED0,Function,IMPORTED,Global,1
osGetTime,0x80041EE0,Function,IMPORTED,Global,1
__d_to_ll,0x80041F70,Label,USER_DEFINED,Global,1
__f_to_ll,0x80041F8C,Label,USER_DEFINED,Global,1
__d_to_ull,0x80041FA8,Label,USER_DEFINED,Global,1
__f_to_ull,0x80042048,Label,USER_DEFINED,Global,1
__ll_to_d,0x800420E4,Label,USER_DEFINED,Global,1
__ll_to_f,0x800420FC,Label,USER_DEFINED,Global,1
__ull_to_d,0x80042114,Label,USER_DEFINED,Global,1
__ull_to_f,0x80042148,Function,IMPORTED,Global,1
osCreateViManager,0x80042180,Function,IMPORTED,Global,1
LAB_80042248,0x80042248,Label,DEFAULT,Global,1
LAB_800422f8,0x800422F8,Label,DEFAULT,Global,1
viMgrMain,0x80042308,Function,IMPORTED,Global,1
LAB_80042348,0x80042348,Label,DEFAULT,Global,1
LAB_80042350,0x80042350,Label,DEFAULT,Global,1
LAB_80042388,0x80042388,Label,DEFAULT,Global,1
LAB_800423d8,0x800423D8,Label,DEFAULT,Global,1
LAB_800423e8,0x800423E8,Label,DEFAULT,Global,1
LAB_80042430,0x80042430,Label,DEFAULT,Global,1
LAB_80042498,0x80042498,Label,DEFAULT,Global,1
osViSetMode,0x800424E0,Function,IMPORTED,Global,1
osViSetEvent,0x80042550,Function,IMPORTED,Global,1
osSetIntMask,0x800425C0,Function,IMPORTED,Global,1
LAB_80042604,0x80042604,Label,DEFAULT,Global,1
osSpTaskYielded,0x80042660,Function,IMPORTED,Global,1
LAB_80042690,0x80042690,Label,DEFAULT,Global,1
LAB_80042694,0x80042694,Label,DEFAULT,Global,1
LAB_800426cc,0x800426CC,Label,DEFAULT,Global,1
osViGetCurrentFramebuffer,0x800426E0,Function,IMPORTED,Global,1
osViGetNextFramebuffer,0x80042720,Function,IMPORTED,Global,1
osViSwapBuffer,0x80042760,Function,IMPORTED,Global,1
osWritebackDCacheAll,0x800427B0,Function,IMPORTED,Global,1
LAB_800427c0,0x800427C0,Label,DEFAULT,Global,1
_VirtualToPhysicalTask,0x800427E0,Function,IMPORTED,Global,1
LAB_80042828,0x80042828,Label,DEFAULT,Global,1
LAB_80042848,0x80042848,Label,DEFAULT,Global,1
LAB_80042868,0x80042868,Label,DEFAULT,Global,1
LAB_80042888,0x80042888,Label,DEFAULT,Global,1
LAB_800428a8,0x800428A8,Label,DEFAULT,Global,1
LAB_800428c8,0x800428C8,Label,DEFAULT,Global,1
LAB_800428e8,0x800428E8,Label,DEFAULT,Global,1
osSpTaskLoad,0x800428FC,Function,IMPORTED,Global,1
LAB_80042980,0x80042980,Label,DEFAULT,Global,1
LAB_800429ac,0x800429AC,Label,DEFAULT,Global,1
LAB_800429c4,0x800429C4,Label,DEFAULT,Global,1
LAB_800429e8,0x800429E8,Label,DEFAULT,Global,1
LAB_80042a0c,0x80042A0C,Label,DEFAULT,Global,1
LAB_80042a1c,0x80042A1C,Label,DEFAULT,Global,1
LAB_80042a2c,0x80042A2C,Label,DEFAULT,Global,1
LAB_80042a54,0x80042A54,Label,DEFAULT,Global,1
LAB_80042a7c,0x80042A7C,Label,DEFAULT,Global,1
osSpTaskStartGo,0x80042A8C,Function,IMPORTED,Global,1
LAB_80042aa4,0x80042AA4,Label,DEFAULT,Global,1
LAB_80042ab4,0x80042AB4,Label,DEFAULT,Global,1
osDpSetNextBuffer,0x80042AD0,Function,IMPORTED,Global,1
LAB_80042afc,0x80042AFC,Label,DEFAULT,Global,1
LAB_80042b08,0x80042B08,Label,DEFAULT,Global,1
LAB_80042b64,0x80042B64,Label,DEFAULT,Global,1
osSpTaskYield,0x80042B80,Function,IMPORTED,Global,1
guFrustumF,0x80042BA0,Function,IMPORTED,Global,1
LAB_80042c84,0x80042C84,Label,DEFAULT,Global,1
LAB_80042cc0,0x80042CC0,Label,DEFAULT,Global,1
guFrustum,0x80042CF4,Function,IMPORTED,Global,1
__ull_rshift,0x80042D60,Label,USER_DEFINED,Global,1
__ull_rem,0x80042D8C,Function,IMPORTED,Global,1
__ull_div,0x80042DC8,Function,IMPORTED,Global,1
__ll_lshift,0x80042E04,Function,IMPORTED,Global,1
__ll_rem,0x80042E30,Label,USER_DEFINED,Global,1
__ll_div,0x80042E6C,Function,IMPORTED,Global,1
__ll_mul,0x80042EC8,Function,IMPORTED,Global,1
__ull_divremi,0x80042EF8,Label,USER_DEFINED,Global,1
__ll_mod,0x80042F58,Function,IMPORTED,Global,1
__ll_rshift,0x80042FF4,Label,USER_DEFINED,Global,1
guPerspectiveF,0x80043020,Function,IMPORTED,Global,1
LAB_80043108,0x80043108,Label,DEFAULT,Global,1
LAB_80043144,0x80043144,Label,DEFAULT,Global,1
LAB_8004319c,0x8004319C,Label,DEFAULT,Global,1
LAB_80043214,0x80043214,Label,DEFAULT,Global,1
LAB_80043220,0x80043220,Label,DEFAULT,Global,1
LAB_8004322c,0x8004322C,Label,DEFAULT,Global,1
LAB_80043240,0x80043240,Label,DEFAULT,Global,1
guPerspective,0x80043250,Function,IMPORTED,Global,1
guLookAtHiliteF,0x800432B0,Function,IMPORTED,Global,1
LAB_8004360c,0x8004360C,Label,DEFAULT,Global,1
LAB_80043614,0x80043614,Label,DEFAULT,Global,1
LAB_800437a0,0x800437A0,Label,DEFAULT,Global,1
LAB_800437a8,0x800437A8,Label,DEFAULT,Global,1
LAB_800437dc,0x800437DC,Label,DEFAULT,Global,1
LAB_800437fc,0x800437FC,Label,DEFAULT,Global,1
LAB_80043800,0x80043800,Label,DEFAULT,Global,1
LAB_80043820,0x80043820,Label,DEFAULT,Global,1
LAB_80043824,0x80043824,Label,DEFAULT,Global,1
LAB_80043858,0x80043858,Label,DEFAULT,Global,1
LAB_8004388c,0x8004388C,Label,DEFAULT,Global,1
LAB_800438c0,0x800438C0,Label,DEFAULT,Global,1
guLookAtHilite,0x800439E8,Function,IMPORTED,Global,1
guMtxF2L,0x80043AA0,Function,IMPORTED,Global,1
LAB_80043ac4,0x80043AC4,Label,DEFAULT,Global,1
LAB_80043ae4,0x80043AE4,Label,DEFAULT,Global,1
LAB_80043b44,0x80043B44,Label,DEFAULT,Global,1
guMtxIdentF,0x80043BA0,Function,IMPORTED,Global,1
LAB_80043bc4,0x80043BC4,Label,DEFAULT,Global,1
LAB_80043bd8,0x80043BD8,Label,DEFAULT,Global,1
LAB_80043bec,0x80043BEC,Label,DEFAULT,Global,1
LAB_80043c00,0x80043C00,Label,DEFAULT,Global,1
LAB_80043c14,0x80043C14,Label,DEFAULT,Global,1
guMtxIdent,0x80043C28,Function,IMPORTED,Global,1
guMtxL2F,0x80043C58,Function,USER_DEFINED,Global,1
LAB_80043c80,0x80043C80,Label,DEFAULT,Global,1
LAB_80043c88,0x80043C88,Label,DEFAULT,Global,1
guAlignF,0x80043D10,Function,IMPORTED,Global,1
LAB_80043ec0,0x80043EC0,Label,DEFAULT,Global,1
guAlign,0x80043ED0,Function,IMPORTED,Global,1
osPfsInitPak,0x80043F20,Function,IMPORTED,Global,1
LAB_80043f64,0x80043F64,Label,DEFAULT,Global,1
LAB_80043fac,0x80043FAC,Label,DEFAULT,Global,1
LAB_80043fdc,0x80043FDC,Label,DEFAULT,Global,1
LAB_80044014,0x80044014,Label,DEFAULT,Global,1
LAB_80044038,0x80044038,Label,DEFAULT,Global,1
LAB_8004404c,0x8004404C,Label,DEFAULT,Global,1
LAB_80044088,0x80044088,Label,DEFAULT,Global,1
LAB_800440a8,0x800440A8,Label,DEFAULT,Global,1
LAB_800440ac,0x800440AC,Label,DEFAULT,Global,1
LAB_80044184,0x80044184,Label,DEFAULT,Global,1
LAB_800441a4,0x800441A4,Label,DEFAULT,Global,1
osPfsIsPlug,0x800441C0,Function,IMPORTED,Global,1
LAB_800441e4,0x800441E4,Label,DEFAULT,Global,1
LAB_80044254,0x80044254,Label,DEFAULT,Global,1
LAB_80044280,0x80044280,Label,DEFAULT,Global,1
LAB_800442a0,0x800442A0,Label,DEFAULT,Global,1
LAB_800442b8,0x800442B8,Label,DEFAULT,Global,1
LAB_800442d8,0x800442D8,Label,DEFAULT,Global,1
LAB_80044318,0x80044318,Label,DEFAULT,Global,1
LAB_80044338,0x80044338,Label,DEFAULT,Global,1
__osPfsRequestData,0x80044360,Function,IMPORTED,Global,1
LAB_800443d4,0x800443D4,Label,DEFAULT,Global,1
LAB_8004441c,0x8004441C,Label,DEFAULT,Global,1
__osPfsGetInitData,0x80044430,Function,IMPORTED,Global,1
LAB_80044454,0x80044454,Label,DEFAULT,Global,1
LAB_800444c4,0x800444C4,Label,DEFAULT,Global,1
LAB_800444f0,0x800444F0,Label,DEFAULT,Global,1
osPfsAllocateFile,0x80044500,Function,IMPORTED,Global,1
LAB_8004453c,0x8004453C,Label,DEFAULT,Global,1
LAB_80044544,0x80044544,Label,DEFAULT,Global,1
LAB_80044560,0x80044560,Label,DEFAULT,Global,1
LAB_8004457c,0x8004457C,Label,DEFAULT,Global,1
LAB_80044598,0x80044598,Label,DEFAULT,Global,1
LAB_800445dc,0x800445DC,Label,DEFAULT,Global,1
LAB_800445f8,0x800445F8,Label,DEFAULT,Global,1
LAB_80044624,0x80044624,Label,DEFAULT,Global,1
LAB_80044670,0x80044670,Label,DEFAULT,Global,1
LAB_8004468c,0x8004468C,Label,DEFAULT,Global,1
